Authors,DOI,Journal,Title,Abstract,IncludeAbstract,Reason,Flag for exclusion,Exclusion reason,Year,Linked records
"Turell, MJ; Lee, JS; Richardson, JH; Sang, RC; Kioko, EN; Agawo, MO; Pecor, J; O'Guinn, ML",10.2987/5645.1,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,Vector competence of Kenyan Culex zombaensis and Culex quinquefasciatus mosquitoes for Rift Valley fever virus,"Rift Valley fever (RVF) continues to be a significant problem in Kenya as well as in Egypt, Yemen, and Saudi Arabia. In order to determine the ability of Kenyan mosquitoes to transmit RVF virus (RVFV), we collected mosquitoes in the Lake Naivasha region of Kenya and evaluated them for their potential to transmit RVFV under laboratory conditions. After feeding on a hamster (Mesocricetus auratus) with a viremia of 10(9.7) plaque-forming units of virus/ml of blood, Culex zombaensis were highly susceptible to infection with RVFV, with 89% becoming infected. In contrast, Cx. quinquefasciatus that were fed on the same hamsters were marginally susceptible, with only 20% becoming infected. Differences in percentages of mosquitoes that developed a disseminated infection were equally disparate, with 55% and 8%, for Cx. zombaensis and Cx. quinquefasciatus, respectively. Forty-eight percent of the Cx. zombaensis with a disseminated infection that fed on a susceptible hamster transmitted virus by bite, indicating a moderate salivary gland barrier. However, the presence of a salivary gland barrier could not be determined for Cx. quinquefasciatus because none of the 18 mosquitoes that took a 2nd blood meal had a disseminated infection. These studies illustrate the need to identify the ability of individual mosquito species to transmit RVFV so that correct decisions can be made concerning the application of appropriate control measures during an outbreak.",Y,,,,2007,"721,722"
"Moore, PR; Johnson, PH; Smith, GA; Ritchie, SA; Van den Hurk, AF",10.2987/5598.1,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,"Infection and dissemination of dengue virus type 2 in Aedes aegypti, Aedes albopictus, and Aedes scutellaris from the Torres Strait, Australia","To determine their relative roles in transmission of dengue virus (DENV) in the Torres Strait region of northern Australia, we examined infection and dissemination of a sympatric strain of dengue virus type 2 (DENV-2) in Aedes scutellaris, Ae. albopictus, and Ae. aegypti. In experiments using membrane feeders for virus exposure, infection rates were 83% and 43% for Ae. scutellaris and Ae. aegypti, respectively. Salivary gland infection rates for both species were 43%. In experiments using pledgets for virus exposure, infection rates for Ae. aegypti, Ae. scutellaris, and Ae. albopictus were 68%, 55%, and 37%, respectively. Aedes albopictus exhibited the greatest barriers to infection with only 7% tested developing a salivary gland infection, compared to 42% and 24% of Ae. aegypti and Ae. scutellaris, respectively. These results suggest that Ae. scutellaris may have been responsible for DENY transmission on Torres Strait islands, where Ae. aegypti does not occur. In contrast, Ae. albopictus may not be an important vector of DENV-2 from the Torres Strait.",Y,TBD,,,2007,"723,724,725"
"Schneider, JR; Mori, A; Romero-Severson, J; Chadee, DD; Severson, DW",10.1111/j.1365-2915.2007.00699.x,MEDICAL AND VETERINARY ENTOMOLOGY,Investigations of dengue-2 susceptibility and body size among Aedes aegypti populations,"The mosquito Aedes aegypti (L.) (Diptera: Culicidae) is the primary global vector for dengue virus (DENV), yet considerable genetic variation exists among populations in terms of its competence to vector DENV. Variability in adult body size has also been observed among various mosquito populations and several studies have reported a relationship between body size and arbovirus dissemination, although most of these relied on artificially derived variation in body size. Here we examine the relationship between body size and disseminated DENV infection among 10 Ae. aegypti populations reared under optimum laboratory conditions. Body size variability was inferred from wing length measurements and DENV competence was evaluated as the proportion of individuals with disseminated infections following exposure to the dengue-2 JAM1409 strain. There were significant differences in mean wing lengths among populations (anova, F-9,F-22 = 7.10, P < 0.0001), ranging from 2.16 mm (Bangkok population) to 2.79 mm (MOYO-S [susceptible] population). We also observed significant differences among some populations in mean DENV infection rates (Waller-Duncan K-ratio t-test), ranging from 19.54% (MOYO-R [refractory] population) to 56.60% (MOYO-S population). However, we did not observe evidence for significant interactions between body size and DENV dissemination. We suggest that either the two traits are genetically independent or that our ability to detect interactions between them was limited by their respective inheritances as quantitative traits.",M,Other study aim,,,2007,"726,727,728,729,730"
"Richards, SL; Mores, CN; Lord, CC; Tabachnick, WJ",10.1089/vbz.2007.0101,VECTOR-BORNE AND ZOONOTIC DISEASES,Impact of extrinsic incubation temperature and virus exposure on vector competence of Culex pipiens quinquefasciatus say (Diptera : Culicidae) for West Nile virus,"Culex pipiens quinquefasciatus Say mosquitoes from a laboratory colony were exposed to artificial blood meals containing West Nile virus (WNV) and held at incubation temperatures approximating average daily temperatures that occur during Florida arboviral periods. Mosquitoes fed blood meals containing 6.2 logs plaque-forming units (pfu) WNV/mL and held at 25 degrees C, 28 degrees C, or 30 degrees C for 13 days exhibited significantly different rates of infection (30%, 52%, 93%) and dissemination (33%, 22%, 81%) across temperatures. In a separate experiment, Cx. p. quinquefasciatus mosquitoes were provided artificial blood meals with graded doses of WNV from 3.7 to 5.8 logs pfu/mL and maintained at 28 degrees C for 13 days. Rates of infection increased as a function of virus dose, but neither body titers nor dissemination rates were significantly different for mosquitoes that were infected by ingesting different amounts of WNV. Our findings indicate that efficiency of WNV infection and dissemination, and thereby transmission, in Cx. p. quinquefasciatus populations similar to our tested colony may also be diminished when fed blood meals containing less than 5.8 logs pfu WNV/mL and when environmental temperature falls below 30 degrees C. The relationship between the infection rate and dissemination rate changed at different temperatures. This relationship is likely complex and dependent on diverse interactions between factors such as incubation temperature and viremia, which should also be assessed for field populations.",Y,,,,2007,731
"Richards, SL; Pesko, K; Alto, BW; Mores, CN",10.1016/j.virusres.2007.06.019,VIRUS RESEARCH,Reduced infection in mosquitoes exposed to blood meals containing previously frozen flaviviruses,"The increased difficulty and expense of using live animals for delivering infectious blood meals in arthropod-borne virus vector experiments has resulted in an increase in the use of artificial feeding systems. Compared to live hosts, artificial systems require higher viral titers to attain mosquito infection, thereby limiting the utility of such systems with low or moderate titer virus stocks. Based on the report that freshly propagated virus is more infectious than previously frozen virus. we determined whether such a preparation would enhance the ability to use artificial feeding systems. Culex quinquefasciatus and Aedes aegypti mosquitoes were offered blood in artificial membrane feeders containing freshly collected or previously frozen St. Louis encephalitis and dengue serotype-2 viruses (family Floviviridae), respectively. Infection rates and estimates of vector competence were significantly lower (P < 0.05) for mosquitoes feeding on blood meals containing frozen-thawed compared to freshly collected virus. We indicate that the use of freshly propagated virus in artificial feeding systems can be an effective blood delivery method for low-titer viruses and viruses that are otherwise inefficient at infecting vectors in such systems. Fresh viruses used in artificial feeding systems may be a viable alternative to the heavily regulated and expensive use of live animals. (c) 2007 Elsevier B.V. All rights reserved.",M,Confounding treatments ,,,2007,"732,733"
"Balenghien, T; Vazeille, M; Reiter, P; Schaffner, F; Zeller, H; Bicout, DJ",10.2987/8756-971X(2007)23[233:EOLVCO]2.0.CO;2,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,Evidence of laboratory vector competence of Culex modestus for West Nile virus,"During the past 10 years, West Nile virus (WNV) has been responsible for large and severe human outbreaks and horse epizootics through the Old and the New World. Since WNV was first isolated from field-collected mosquitoes of Culex modestus in 1964 in France, this species, which aggressively feeds on birds and mammals, is considered a putative WNV vector in Europe. We report on the first evidence on the laboratory vector competence of Cx. modestus for WNV. To assess this trait, F3 and F4 females from southern France were fed through a membrane with a strain of WNV isolated from a horse in the Camargue (Rhone River delta) in 2000. On day 14 after virus ingestion, 90% of mosquitoes displayed a disseminated infection. WNV was detected in the saliva from 2 of 5 infected mosquitoes selected for testing. These preliminary results demonstrate that Cx. modestus is capable of experimentally transmitting WNV.",Y,,,,2007,734
"Mores, CN; Turell, MJ; Dohm, DJ; Blow, JA; Carranza, MT; Quintana, M",10.1089/vbz.2006.0557,VECTOR-BORNE AND ZOONOTIC DISEASES,Experimental transmission of West Nile virus by Culex nigripalpus from Honduras,"As a result of concerns regarding the geographic spread of West Nile virus (WNV) to Central America, we evaluated the potential for Honduran Culex nigripalpus Theobald to transmit this virus. We tested individual mosquitoes captured in Olancho Province, Honduras, in September 2003. Mosquitoes were allowed to feed on 2- to 4-day-old chickens previously inoculated with a New York strain (Crow 397-99) of WNV. Infection rates in Cx. nigripalpus ranged from 81%-96% after feeding on chickens with viremias between 10(6.3) and 10(7.4) plaque-forming units per milliliter. Development of a disseminated infection was directly correlated with holding time after the infectious blood meal as 68% (19/28) of the mosquitoes tested 20 days after the infectious blood meal had a disseminated infection as compared to 38% (15/40) of the mosquitoes tested 14 days after feeding on the same viremic chickens (viremia = 10(6.9-7.1)). Nearly all (4/5) Cx. nigripalpus with a disseminated infection that fed on susceptible chickens transmitted virus by bite. In addition, 8 (57%) of 14 Cx. nigripalpus with a disseminated infection transmitted virus when tested by a capillary tube feeding assay. Based on its efficiency of viral transmission in this study and its role in the transmission of the closely related St. Louis encephalitis virus in the southeastern United States, Cx. nigripalpus should be considered a potentially important vector of WNV in Honduras and the rest of Central America.",Y,,,,2007,735
"Reisen, WK; Fang, Y; Martinez, VM",10.2987/8756-971X(2006)22[662:VCOCIA]2.0.CO;2,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,Vector competence of Culiseta incidens and Culex thriambus for West Nile virus,"The vector competence of Culiseta incidens (Thomson) and Culex thriambus Dyar for West Nile virus (WNV) were compared to Cx. quinquefasciatus Say or Cx. tarsalis Coquillett and Cx. stigmatasoma Dyar collected concurrently in California. Culiseta incidens were less susceptible to oral infection than Cx. quinquefasciatus, but transmitted virus at a significantly higher rate, thereby yielding comparable population transmission rates. Culex thriambus was equally susceptible to oral infection and transmitted virus at rates comparable to Cx. tarsalis or Cx. stigmatosoma. A mammalian host selection pattern most likely precluded detection of natural infection in Cs. incidens, a fairly abundant peridomestic, species. In contrast, an avian host selection pattern and efficient vector competence resulted in repeated detection of WNV in Cx. thriambus; however, limited abundance and restrictive riparian larval habitat requirements would seem to limit the involvement of Cx. thriambus in WNV epidemiology.",Y,,,,2006,"736,737,738,739,740"
"Jeffery, JAL; Kay, BH; Ryan, PA",10.1603/0022-2585(2006)43[1239:ROVFDC]2.0.CO;2,JOURNAL OF MEDICAL ENTOMOLOGY,Role of Verrallina funerea (Diptera : Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia,"Verrallina funerea (Theobald) (Diptera: Culicidae) is a brackish water mosquito species found most commonly in Indonesia, Papua New Guinea, and the northeastern coastal regions of Australia. Aspects of the vector competence of this species for Barmah Forest virus (family Togaviridae, genus Alphavirus, BFV) and Ross River virus (family Togaviridae, genus Alphavirus, RRV), two medically important arboviruses in Australia, were investigated. Laboratory-reared Ve. funerea were moderately susceptible to experimental infection with BFV (median cell culture infectious dose of 10(3.6) per mosquito) and were capable of transmission to suckling mice (52% after a 9-12-d extrinsic incubation period). Maximum salivary gland infections for BFV (65%) and RRV (50%) were observed 8 and 10 d postinfection, respectively. To examine any regional differences in vector competence, field populations (separated by up to 200 km) of Ve. funerea and Aedes vigilax (Skuse) from southeastern Queensland and northern New South Wales were fed BFV and RRV, and subsequent infection rates were compared. For both viruses, no statistically significant variations in body, disseminated, or salivary gland infection rates were found in either Ve. funerea or Ae. vigilax. The results from this study indicate that Ve. funerea may have an important role as an amplification vector during outbreaks of both viruses and that local government authorities should rapidly treat brackish water habitats to control this species during periods of increased disease activity.",Y,,,,2006,"741,742"
"Turell, MJ; Mores, CN; Dohm, DJ; Lee, WJ; Kim, HC; Klein, TA",10.1603/0022-2585(2006)43[1076:LTOJEW]2.0.CO;2,JOURNAL OF MEDICAL ENTOMOLOGY,"Laboratory transmission of Japanese encephalitis, West Nile, and Getah viruses by mosquitoes (Diptera : Culicidae) collected near Camp Greaves, Gyeonggi Province, Republic of Korea, 2003","We conducted experimental studies to evaluate mosquitoes captured in Paju County, Gyeonggi Province, Republic of Korea, for their ability to transmit West Nile virus (family Flaviviridae, genus Flavivirus, WNV), Japanese encephalitis virus (family Flaviviridae, genus Flavivirus, JEV), and Getah virus (family Togaviridae, genus Alphavirus, GETV) under laboratory conditions. Both Culex pipiens pallens Coquillett and Culex tritaeniorhynchus Giles were highly susceptible to infection with WNV, with infection rates > 65% when allowed to feed on chickens with viremias of approximate to 10(7) plaqueforming units (PFU) of virus/ml blood. In contrast, Cx. tritaeniorhynchus were significantly more susceptible to JEV or GETV (infection rate 100%) than were the Cx. p. pallens (infection rate 3% for JEV and 0% for GETV) captured in the same area when allowed to feed on chickens with viremias of approximate to 10(5) PFU of virus/ml blood. The detection of JEV in field-collected Cx. tritaeniorhynchus in Gyeonggi Province in 2000 and the demonstrated ability of this species to transmit this virus support the importance of the continued vaccination of Koreans against JEV and indicate a risk of infection for nonvaccinated individuals.",Y,,,,2006,"743,744,746,747,749,750"
"Turell, MJ; Mores, CN; Dohm, DJ; Komilov, N; Paragas, J; Lee, JS; Shermuhemedova, D; Endy, TP; Kodirov, A; Khodjaev, S",10.1603/0022-2585(2006)043[0296:LTOJEA]2.0.CO;2,JOURNAL OF MEDICAL ENTOMOLOGY,Laboratory transmission of Japanese encephalitis and West Nile viruses by molestus form of Culex pipiens (Diptera : Culicidae) collected in Uzbekistan in 2004,"We evaluated the molestus form of Culex pipiens pipiens (L.) (hereafter referred to as ""molestus"") captured near Tashkent, Uzbekistan, for their ability to transmit Japanese encephalitis (family Flaviviridae, genus Flavivirus, JEV) and West Nile (family Flaviviridae, genus Flavivirus, WNV) viruses under laboratory conditions. These molestus were highly competent laboratory vectors of WNV, with infection and dissemination rates of 96 and 81%, respectively. Approximately 75% of female molestus that fed after development of a disseminated infection transmitted virus by bite. Therefore, approximate to 60% of those molestus taking a second bloodmeal between 16 and 25 d after an infectious bloodmeal would be expected to transmit WNV by bite. In contrast, these molestus were less efficient vectors of JEV, with infection and dissemination rates of 51 and 25%, respectively. In addition, only 33% of individuals with a disseminated infection transmitted JEV by bite, indicating a significant salivary gland barrier. Therefore, only approximate to 8% of orally exposed individuals would be expected to transmit JEV by bite if they took a second bloodmeal 16-25 d later. These data indicate that the molestus form of Cx. p. pipiens should be considered a potentially important vector of WNV in Uzbekistan and may become involved in the transmission of JEV, should this virus be introduced into Uzbekistan.",Y,,,,2006,"753,754"
"Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML",10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,"We evaluated mosquitoes collected in the Amazon Basin, near Iquitos, Peru, for their susceptibility to a subtype IIIC strain of the Venezuelan equine encephalomyelitis complex. This virus had been previously isolated from a pool of mixed Culex vomerifer and Cx. gnomatos captured near Iquitos, Peru, in 1997. After feeding on banisters with viremias of about 10(8) plaque-forming units of virus per ml, Cx. gnomatos was the most efficient vector. Other species, such as Ochlerotatus fulvus and Psorophora cingulata, although highly susceptible to infection, were not efficient laboratory vectors of this virus due to a significant salivary gland barrier. The Cx. (Culex) species, consisting mostly of Cx. (Cux.) coronator, were nearly refractory to subtype IIIC virus and exhibited both midgut infection as well as salivary gland barriers. Additional studies on biting behavior, mosquito population densities, and vertebrate reservoir hosts of subtype IIIC virus are needed to determine the role that these species play in the maintenance and spread of this virus in the Amazon Basin region.",Y,TBD,,,2006,"755,756,757,758,759,760,761,762,763,764,765,766,767,768,769,770,771"
"Ortiz, DI; Anishchenko, M; Weaver, SC",10.1603/0022-2585(2005)042[0857:SOPCDC]2.0.CO;2,JOURNAL OF MEDICAL ENTOMOLOGY,Susceptibility of Psorophora confinnis (Diptera : Culicidae) to infection with epizootic (subtype IC) and enzootic (subtype ID) Venezuelan equine encephalitis viruses,"To test the hypothesis that adaptation to epizootic mosquito vectors mediates the emergence of Venezuelan equine encephalitis virus (family Togaviridae, genus Alphavirus, VEEV) from enzootic progenitors, the susceptibility of the epizootic vector Psorophora confinnis (Lynch-Arribalzaga) to epizootic versus enzootic strains was evaluated. Artificial bloodmeals containing subtype IC strains isolated during the 1962-1964, 1992-1993, and 1995 Venezuelan/Colombian epizootics and closely related Venezuelan enzootic subtype ID strains were used to compare mosquito infectivity and transmission potential. Strains from the smaller 1992-1993 epizootic showed lower or equal infectivity and replication compared with enzootic viruses and to strains isolated during the larger 1962-1964 and 1995 epizootics. These experiments failed to provide evidence that Ps. confinnis selects for epizootic VEEV viruses with higher infectivity, as has been shown for Aedes (Ochlerotatus) taeniorhynchus (Wiedemann). Nonetheless, its high susceptibility, abundance in enzootic and epizootic regions, and feeding behavior suggest that Ps. confinnis is an important bridge vector for both enzootic and epizootic VEEV.",M,TBD,,,2005,"772,773,774,775,776,777"
"Coffey, LL; Weaver, SC",10.4269/ajtmh.2005.73.1.0730011,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,Susceptibility of Ochlerotatus taeniorhynchus and Culex nigripalpus for Everglades virus,"Everglades virus (EVEV), an alphavirus in the Venezuelan equine encephalitis (VEE) complex, is a mosquito-borne human pathogen endemic to South Florida. Field isolations of EVEV from Cidex (Melatioconion) cedecei and laboratory susceptibility experiments established this species as its primary vector. However, isolates of EVEV from Ochlerotatus taeniorhynchus and Culex nigripalplis, more abundant and widespread species in South Florida, suggested that they also transmit EVEV and could infect many people. We performed susceptibility experiments with F, generation Oc. taentorhynchus and Cx. nigripalpus to evaluate their permissiveness to EVEV infection. In contrast to the high degree of susceptibility of Cx. (Mel.) cedecei, Oc. taeniorhynchus and Cx. nigripalpus were relatively refractory to oral EVEV infection, indicating that they are probably not important vectors. Identification of vectors involved in enzootic EVEV transmission will assist in understanding potential changes in vector use that could accompany the emergence of epizootic or epidemic EVEV.",Y,TBD,,,2005,"778,779"
"Reisen, WK; Fang, Y; Martinez, VM",10.1603/0022-2585(2005)042[0367:AHAMDC]2.0.CO;2,JOURNAL OF MEDICAL ENTOMOLOGY,Avian host and mosquito (Diptera : Culicidae) vector competence determine the efficiency of west nile and St. Louis encephalitis virus transmission,"The ability of the invading NY99 strain of West Nile virus (WNV) to elicit an elevated viremia response in California passerine birds was critical for the effective infection of Culex mosquitoes. Of the bird species tested, Western scrub jays, Aphelocoma coerulescens, produced the highest viremia response, followed by house finches, Carpodacus mexicanus, and house sparrows, Passer domesticus. Most likely, few mourning, Zenaidura macroura, or common ground, Columbina passerine, doves and no California quail, Callipepla californica, or chickens would infect blood-feeding Culex mosquitoes. All Western scrub jays and most house finches succumbed to infection. All avian hosts produced a lower viremia response and survived after infection with an endemic strain of St. Louis encephalitis virus. Culex species varied in their susceptibility to infection with both viruses, with Culex stigmatosoma Dyar generally most susceptible, followed by Culex tarsalis Coquillett, and then Culex p. quinquefasciatus Say. Populations within Culex species varied markedly in their susceptibility, perhaps contributing to the focality of WNV amplification. Transmitting female Cx. tarsalis expectorated from six to 3,777 plaque-forming units (PFU) of WNV during transmission trials, thereby exposing avian hosts to a wide range of infectious doses. Highly susceptible house finches and moderately susceptible mourning doves were infected by subcutaneous inoculation with decreasing concentrations of WNV ranging from 15,800 to <0.3 PFU. All birds became infected and produced comparable peak viremias on days 2-3 postinoculation; however, the rise in viremia titer and onset of the acute phase of infection occurred earliest in birds inoculated with the highest doses. WNV virulence in birds seemed critical in establishing elevated viremias necessary to efficiently infect blood feeding Culex mosquitoes.",M,Other study aim,,,2005,"780,781,782,783"
"Drolet, BS; Campbell, CL; Stuart, MA; Wilson, WC",10.1603/0022-2585(2005)042[0409:VCOCSD]2.0.CO;2,JOURNAL OF MEDICAL ENTOMOLOGY,Vector competence of Culicoides sonorensis (Diptera : Ceratopogonidae) for vesicular stomatitis virus,"To determine the vector competence of Culicoides sonorensis Wirth & Jones midges for vesicular stomatitis virus (VSV) -New Jersey, insects were experimentally infected per os and sampled over time. Viral replication, as determined by in situ hybridization, was seen in epithelial, neural, and hemolymph cell types throughout the insect. Spatial and temporal distribution of virus was determined by immunohistochemical examination of sequentially sampled insects. Tissues of the alimentary canal were infected in a temporal pattern that paralleled the route of digestion/ absorption: foregut and midgut by day 1, surrounding hemolymph and Malpighian tubules by day 3, and finally the midgut/ hindgut junction, hindgut, and rectal region by day 5. The circulation of virus in the hemolymph by day 3 coincided with infection of the dermis and fat bodies, the salivary glands, eyes, cerebral and subthoracic ganglia, and the ovaries. Oviduct epithelium and ovarial sheaths were infected by day 3, followed by infection of the developing oocytes by day 5. Interestingly, neural infections were seen in the subabdominal ganglia innervating the midgut in 33% of insects by 1 d postfeeding in the absence of positive staining in the hemolymph or surrounding tissues. A retrograde axonal transport infection route for these ganglia is discussed. The disseminated, productive, noncytolytic infection in Culicoides is consistent with that of all efficient biological vector for VSV. Virus readily replicated throughout the insect, passing both midgut and salivary gland infection barriers and reaching transmission-related organs in 3 d. Establishing the competence of this insect vector for VSV provides the foundation for animal transmission studies in the future. The possibility of horizontal, transovarial, and mechanical transmission is discussed.",Y,TBD,checked,midges,2005,
"Bryant, JE; Vasconcelos, PFC; Rijnbrand, RCA; Mutebi, JP; Higgs, SIH; Barrett, ADT",10.1128/JVI.79.6.3807-3821.2005,JOURNAL OF VIROLOGY,Size heterogeneity in the 3' noncoding region of south American isolates of yellow fever virus,"The 3' noncoding region (3' NCR) of flaviviruses contains secondary and tertiary structures essential for virus replication. Previous studies of yellow fever virus (YFV) and dengue virus have found that modifications to the 3' NCR are sometimes associated with attenuation in vertebrate and/or mosquito hosts. The 3' NCRs of 117 isolates of South American YFV have been examined, and major deletions and/or duplications of conserved RNA structures have been identified in several wild-type isolates. Nineteen isolates (designated YF-XL isolates) from Brazil, Trinidad, and Venezuela, dating from 1973 to 2001, exhibited a 216-nucleotide (nt) duplication, yielding a tandem repeat of conserved hairpin, stem-loop, dumbbell, and pseudoknot structures. YF-XL isolates were found exclusively within one subclade of South American genotype I YFV. One Brazilian isolate exhibited, in addition to the 216-nt duplication, a deletion of a 40-nt repeated hairpin (RYF) motif (YF-XL-DeltaRYF). To investigate the biological significance of these 3' NCR rearrangements, YF-XL-DeltaRYF and YF-XL isolates, as well as other South American YFV isolates, were evaluated for three phenotypes: growth kinetics in cell culture, neuroinvasiveness in suckling mice, and ability to replicate and produce disseminated infections in Aedes aegypti mosquitoes. YF-XL-DeltaRYF and YF-XL isolates showed growth kinetics and neuroinvasive characteristics comparable to those of typical South American YFV isolates, and mosquito infectivity trials demonstrated that both types of 3' NCR variants were capable of replication and dissemination in a laboratory-adapted colony of A. aegypti.",M,Other study aim,,,2005,"784,785,786,787"
"Tiawsirisup, S; Platt, KB; Evans, RB; Rowley, WA",10.1089/vbz.2005.5.40,VECTOR-BORNE AND ZOONOTIC DISEASES,"A comparision of West Nile virus transmission by Ochlerotatus trivittatus (COQ.), Culex pipiens (L.), and Aedes albopictus (Skuse)","Transmission of West Nile virus (WNV) by Ochlerotatus trivittatus, Culex pipiens, and Aedes albopictus were compared 14 days after taking blood meals from viremic chickens with titers ranging from 10(2.5) to 10(9.5) cell infective dose (50)s (CID(50)s)/mL serum. Transmission occurred in one of four (25%) Oc. trivittatus and one of 25 (4%) Cx. pipiens that fed on chickens with titers of 10(5.5) CID(50)s/mL. No transmission occurred among two of 16 (13%) Oc. trivittatus or one of 25 (4%) Cx. pipiens that became infected after blood meals with titers of 10(5.0) and 10(4.5) CID(50)s/mL, the next lowest blood meal titers evaluated. Seventeen of 28 (61%) Ae. albopictus transmitted WNV after blood meals with titers of 10(7.0) CID(50)s/mL, but no infection or transmission was observed among 21 Ae. albopictus that fed on chickens with titers of 10(5.0) CID(50)s/mL, the next lowest titer evaluated. Transmission by all three species increased dramatically after blood meals with WNV titers of >= 10(5.5) CID(50)s/mL. No significant differences occurred in dissemination and transmission rates of the three species after taking blood meals with titers of > 10(7.0) CID(50)s/mL. The cumulative mean +/- SE transmission rates of Oc. trivittatus, Cx. pipiens, and Ae. albopictus after blood meals with titers of >= 10(7.0) CID(50)s/mL were 45.5 +/- 4.1%, 46.8 +/- 4.5%, and 72.4 +/- 5.5%. The cumulative mean dissemination rates of the three species were 78.3 +/- 6.7%, 74.8 +/- 2.6%, and 88.6 +/- 2.1%. The rates of transmission by the three species that developed disseminated infections after blood meals with titers of >= 10(7.0) CID(50)s/mL were 58.8 +/- 4.4%, 62.6 +/- 5.8%, and 81.6 +/- 5.4%, respectively. In a previous study, we found that susceptibility of the three species to WNV was essentially the same when fed on chickens with WNV titers of > 10(7.0) CID(50)s/mL, but Oc. trivittatus and Cx. pipiens were more susceptible than Ae. albopictus to WNV at lower virus titers. The current study strongly suggests that Ae. albopictus is a more efficient vector than Oc. trivittatus and Cx. pipiens when fed blood meals with titers of > 10(7.0) CID50s/mL. However, Oc. trivittatus and Cx. pipiens might be more efficient as vectors when infected by blood meals with titers of < 10(7.0) CID50s/mL.",Y,TBD,,,2005,"788,789,790"
"Turell, MJ; Dohm, DJ; Sardelis, MR; O Guinn, ML; Andreadis, TG; Blow, JA",10.1603/0022-2585(2005)042[0057:AUOTPO]2.0.CO;2,JOURNAL OF MEDICAL ENTOMOLOGY,An update on the potential of North American mosquitoes (Diptera : Culicidae) to transmit West Nile virus,"Since first discovered in the New York City area in 1999, West Nile virus (WNV) has become established over much of the continental United States and has been responsible for >10,000 cases of severe disease and 400 human fatalities, as well as thousands of fatal infections in horses. To develop appropriate surveillance and control strategies, the identification of which mosquito species are competent vectors and how various factors influence their ability to transmit this virus must be determined. Therefore, we evaluated numerous mosquito species for their ability to transmit MNV under laboratory conditions. This report contains data for several mosquito species not reported previously, as well as a summary of transmission data compiled from previously reported studies. Mosquitoes were allowed to feed on chickens infected with WNV isolated from a crow that died during the 1999 outbreak in New York City. These mosquitoes were tested approximate to2 wk later to determine infection, dissemination, and transmission rates. All Culex species tested were competent vectors in the laboratory and varied from highly efficient vectors (e.g., Cures tarsalis Coquillett) to moderately efficient ones (e.g., Culex nigripalpus Theobald). Nearly all of the Culex species tested could serve a; efficient enzootic or amplifying vectors for WNV. Several container-breeding Aedes and Ochlerotatus species were highly efficient vectors under laboratory conditions, but because of their feeding preferences, would probably not be involved in the maintenance of WNV in nature. However, they would be potential bridge vectors between the avian-Culex cycle and mammalian hosts. In contrast, most of the surface pool-breeding Aedes and Ochlerotatus species tested were relatively inefficient vectors wider laboratory conditions and would probably not play a significant role in transmitting WNV in nature. In determining the potential for a mosquito species to become involved in transmitting WNV, it is necessary to consider not only its laboratory vector competence but also its abundance, host-feeding preference, involvement with other viruses with similar transmission cycles, and whether 1:V ha been isolated from this species under natural conditions.",Y,,,,2005,"791,792,793,794,795,796"
"de Castro, MG; Nogueira, RMR; Schatzmayr, HG; Miagostovich, MP; Lourenco-de-Oliveira, R",10.1590/S0074-02762004000800005,MEMORIAS DO INSTITUTO OSWALDO CRUZ,Dengue virus detection by using reverse transcription-polymerase chain reaction in saliva and progeny of experimentally infected Aedes albopictus from Brazil,"Oral susceptibility and vertical transmission of dengue virus type 2 (DENV-2) in an Aedes albopictus sample from Rio de Janeiro was estimated. The infection (36 7916) and transmission (83.3 %) rates for Ae. albopictus Were higher than those of an Ae. aegypti colony used as control, 32.8 and 60 %, respectively. Fourth instar larvae and females descendants of 48.5 and 39.1 % of experimentally infected Ae. albopictus; showed to harbor the virus. The oral susceptibility and the high capacity to assure vertical transmission exhibited by Ae. albopictus from Brazil reinforce that this species may play a role in the maintenance of the virus in nature and be a threat for dengue control in the country.",Y,TBD,,,2004,"798,799"
"Mutebi, JP; Gianella, A; da Rosa, AT; Tesh, RB; Barrett, ADT; Higgs, S",,EMERGING INFECTIOUS DISEASES,Yellow fever virus infectivity for Bolivian aedes aegypti mosquitoes,"The absence of urban yellow fever virus (YFV) in Bolivian cities has been attributed to the lack of competent urban mosquito vectors. Experiments with Aedes aegypti from Santa Cruz, Bolivia, demonstrated infection (100%), dissemination (20%), and transmission of a Bolivian YFV strain (CENETROP-322).",Y,,,,2004,"800,801,802"
