ID,Imported table,Title (from Imported table),DOI (from Imported table),Mosquito species,Mosquito subsp,Mosquito origin (country),Virus,Virus strain,DENV serotype,Notes,Attachments,Status
414,"""Amuzu, HE; Simmons, CP; McGraw, EA""",Effect of repeat human blood feeding on Wolbachia density and dengue virus infection in Aedes aegypti,10.1186/s13071-015-0853-y,Aedes aegypti,,Australia,Dengue virus,DENV-2,DENV-2,,,
447,"""Nicholson, J; Ritchie, SA; van den Hurk, AF""",Aedes albopictus (Diptera: Culicidae) as a Potential Vector of Endemic and Exotic Arboviruses in Australia,10.1603/ME13204,Aedes albopictus,,Australia,Japanese encephalitis virus,TS00,,,,
448,"""Nicholson, J; Ritchie, SA; van den Hurk, AF""",Aedes albopictus (Diptera: Culicidae) as a Potential Vector of Endemic and Exotic Arboviruses in Australia,10.1603/ME13204,Aedes albopictus,,Australia,Murray Valley encephalitis virus,2002-857,,,,
449,"""Nicholson, J; Ritchie, SA; van den Hurk, AF""",Aedes albopictus (Diptera: Culicidae) as a Potential Vector of Endemic and Exotic Arboviruses in Australia,10.1603/ME13204,Aedes albopictus,,Australia,West Nile virus,Kunjin strain,,,,
450,"""Nicholson, J; Ritchie, SA; van den Hurk, AF""",Aedes albopictus (Diptera: Culicidae) as a Potential Vector of Endemic and Exotic Arboviruses in Australia,10.1603/ME13204,Aedes albopictus,,Australia,Ross River virus,389A,,,,
451,"""Nicholson, J; Ritchie, SA; van den Hurk, AF""",Aedes albopictus (Diptera: Culicidae) as a Potential Vector of Endemic and Exotic Arboviruses in Australia,10.1603/ME13204,Aedes albopictus,,Australia,Barmah Forest virus,Lake Macquarie 2006,,,,
452,"""Nicholson, J; Ritchie, SA; van den Hurk, AF""",Aedes albopictus (Diptera: Culicidae) as a Potential Vector of Endemic and Exotic Arboviruses in Australia,10.1603/ME13204,Aedes albopictus,,Australia,Chikungunya virus,Indian Ocean 2006,,,,
461,"""Frentiu, FD; Zakir, T; Walker, T; Popovici, J; Pyke, AT; van den Hurk, A; McGraw, EA; O'Neill, SL""",Limited Dengue Virus Replication in Field-Collected Aedes aegypti Mosquitoes Infected with Wolbachia,10.1371/journal.pntd.0002688,Aedes aegypti,,Australia,Dengue virus,DENV-1,DENV-1,,,
468,"""Frentiu, FD; Zakir, T; Walker, T; Popovici, J; Pyke, AT; van den Hurk, A; McGraw, EA; O'Neill, SL""",Limited Dengue Virus Replication in Field-Collected Aedes aegypti Mosquitoes Infected with Wolbachia,10.1371/journal.pntd.0002688,Aedes aegypti,,Australia,Dengue virus,DENV-2 (strain 92T),DENV-2,,,
470,"""Frentiu, FD; Zakir, T; Walker, T; Popovici, J; Pyke, AT; van den Hurk, A; McGraw, EA; O'Neill, SL""",Limited Dengue Virus Replication in Field-Collected Aedes aegypti Mosquitoes Infected with Wolbachia,10.1371/journal.pntd.0002688,Aedes aegypti,,Australia,Dengue virus,DENV-3 (Cairns 2008),DENV-3,,,
485,"""Ritchie, SA; Pyke, AT; Hall-Mendelin, S; Day, A; Mores, CN; Christofferson, RC; Gubler, DJ; Bennett, SN; van den Hurk, AF""","An Explosive Epidemic of DENV-3 in Cairns, Australia",10.1371/journal.pone.0068137,Aedes aegypti,,Australia,Dengue virus,DENV-3,DENV-3,,,
578,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Aedes aegypti,,Australia,Chikungunya virus,,,,,
579,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Aedes albopictus,,Australia,Chikungunya virus,,,,,
580,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Aedes notoscriptus,,Australia,Chikungunya virus,,,,,
581,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Aedes procax,,Australia,Chikungunya virus,,,,,
582,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Aedes vigilax,,Australia,Chikungunya virus,,,,,
583,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Coquillettidia linealis,,Australia,Chikungunya virus,,,,,
584,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Culex annulirostris,,Australia,Chikungunya virus,,,,,
585,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Culex quinquefasciatus,,Australia,Chikungunya virus,,,,,
586,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Culex sitiens,,Australia,Chikungunya virus,,,,,
587,"""van den Hurk, AF; Hall-Mendelin, S; Pyke, AT; Smith, GA; Mackenzie, JS""",Vector Competence of Australian Mosquitoes for Chikungunya Virus,10.1089/vbz.2009.0106,Verrallina funerea,,Australia,Chikungunya virus,,,,,
723,"""Moore, PR; Johnson, PH; Smith, GA; Ritchie, SA; Van den Hurk, AF""","Infection and dissemination of dengue virus type 2 in Aedes aegypti, Aedes albopictus, and Aedes scutellaris from the Torres Strait, Australia",10.2987/5598.1,Aedes aegypti,,Australia,Dengue virus,DENV-2,DENV-2,,,
724,"""Moore, PR; Johnson, PH; Smith, GA; Ritchie, SA; Van den Hurk, AF""","Infection and dissemination of dengue virus type 2 in Aedes aegypti, Aedes albopictus, and Aedes scutellaris from the Torres Strait, Australia",10.2987/5598.1,Aedes scutellaris,,Australia,Dengue virus,DENV-2,DENV-2,,,
725,"""Moore, PR; Johnson, PH; Smith, GA; Ritchie, SA; Van den Hurk, AF""","Infection and dissemination of dengue virus type 2 in Aedes aegypti, Aedes albopictus, and Aedes scutellaris from the Torres Strait, Australia",10.2987/5598.1,Aedes albopictus,,Australia,Dengue virus,DENV-2,DENV-2,,,
741,"""Jeffery, JAL; Kay, BH; Ryan, PA""",Role of Verrallina funerea (Diptera : Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia,10.1603/0022-2585(2006)43[1239:ROVFDC]2.0.CO;2,Verrallina funerea,,Australia,Ross River virus, B94/20 strain,,,,
742,"""Jeffery, JAL; Kay, BH; Ryan, PA""",Role of Verrallina funerea (Diptera : Culicidae) in transmission of Barmah Forest virus and Ross River virus in coastal areas of eastern Australia,10.1603/0022-2585(2006)43[1239:ROVFDC]2.0.CO;2,Verrallina funerea,,Australia,Barmah Forest virus, BF1611 strain,,,,
874,"""van den Hurk, AF; Nisbet, DJ; Hall, RA; Kay, BH; MacKenzie, JS; Ritchie, SA""",Vector competence of Australian mosquitoes (Diptera : Culicidae) for Japanese encephalitis virus,10.1603/0022-2585-40.1.82,Culex annulirostris,,Australia,Japanese encephalitis virus,TS3306,,,,
875,"""van den Hurk, AF; Nisbet, DJ; Hall, RA; Kay, BH; MacKenzie, JS; Ritchie, SA""",Vector competence of Australian mosquitoes (Diptera : Culicidae) for Japanese encephalitis virus,10.1603/0022-2585-40.1.82,Culex sitiens,,Australia,Japanese encephalitis virus,TS3306,,,,
876,"""van den Hurk, AF; Nisbet, DJ; Hall, RA; Kay, BH; MacKenzie, JS; Ritchie, SA""",Vector competence of Australian mosquitoes (Diptera : Culicidae) for Japanese encephalitis virus,10.1603/0022-2585-40.1.82,Culex quinquefasciatus,,Australia,Japanese encephalitis virus,TS3306,,,,
877,"""van den Hurk, AF; Nisbet, DJ; Hall, RA; Kay, BH; MacKenzie, JS; Ritchie, SA""",Vector competence of Australian mosquitoes (Diptera : Culicidae) for Japanese encephalitis virus,10.1603/0022-2585-40.1.82,Ochlerotatus notoscriptus,,Australia,Japanese encephalitis virus,TS3306,,,,
878,"""van den Hurk, AF; Nisbet, DJ; Hall, RA; Kay, BH; MacKenzie, JS; Ritchie, SA""",Vector competence of Australian mosquitoes (Diptera : Culicidae) for Japanese encephalitis virus,10.1603/0022-2585-40.1.82,Ochlerotatus vigilax,,Australia,Japanese encephalitis virus,TS3306,,,,
879,"""van den Hurk, AF; Nisbet, DJ; Hall, RA; Kay, BH; MacKenzie, JS; Ritchie, SA""",Vector competence of Australian mosquitoes (Diptera : Culicidae) for Japanese encephalitis virus,10.1603/0022-2585-40.1.82,Aedes aegypti,,Australia,Japanese encephalitis virus,TS3306,,,,
961,"""Boyd, AM; Kay, BH""","Vector competence of Aedes aegypti, Culex sitiens, Culex annulirostris, and Culex quinquefasciatus (Diptera : Culiciclae) for Barmah Forest virus",10.1603/0022-2585-37.5.660,Aedes aegypti,,Australia,Barmah Forest virus,BF2078/120,,,,
962,"""Boyd, AM; Kay, BH""","Vector competence of Aedes aegypti, Culex sitiens, Culex annulirostris, and Culex quinquefasciatus (Diptera : Culiciclae) for Barmah Forest virus",10.1603/0022-2585-37.5.660,Aedes annulirostris,,Australia,Barmah Forest virus,BF2078/120,,,,
963,"""Boyd, AM; Kay, BH""","Vector competence of Aedes aegypti, Culex sitiens, Culex annulirostris, and Culex quinquefasciatus (Diptera : Culiciclae) for Barmah Forest virus",10.1603/0022-2585-37.5.660,Culex sitiens,,Australia,Barmah Forest virus,BF2078/120,,,,
964,"""Boyd, AM; Kay, BH""","Vector competence of Aedes aegypti, Culex sitiens, Culex annulirostris, and Culex quinquefasciatus (Diptera : Culiciclae) for Barmah Forest virus",10.1603/0022-2585-37.5.660,Culex quinquefasciatus,,Australia,Barmah Forest virus,BF2078/120,,,,
967,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Aedes alternans,,Australia,Ross River virus,RR B94/20,,,,
968,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Aedes funereus,,Australia,Ross River virus,RR B94/20,,,,
969,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Aedes kochi,,Australia,Ross River virus,RR B94/20,,,,
970,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Aedes multiplex,,Australia,Ross River virus,RR B94/20,,,,
971,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Aedes notoscriptus,,Australia,Ross River virus,RR B94/20,,,,
972,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Aedes procax,,Australia,Ross River virus,RR B94/20,,,,
973,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Aedes vigilax,,Australia,Ross River virus,RR B94/20,,,,
974,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Anopheles annulipes,,Australia,Ross River virus,RR B94/20,,,,
975,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Anopheles bancroftii,,Australia,Ross River virus,RR B94/20,,,,
976,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Culex annulirostris,,Australia,Ross River virus,RR B94/20,,,,
977,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Culex australicus,,Australia,Ross River virus,RR B94/20,,,,
978,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Culex quinquefasciatus,,Australia,Ross River virus,RR B94/20,,,,
979,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Culex sitiens,,Australia,Ross River virus,RR B94/20,,,,
980,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Coquillettidia xanthogaster,,Australia,Ross River virus,RR B94/20,,,,
981,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Mansonia uniformis,,Australia,Ross River virus,RR B94/20,,,,
982,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Aedes notoscriptus,,Australia,Ross River virus, RR 553,,,,
983,"""Ryan, PA; Do, KA; Kay, BH""","Definition of Ross River virus vectors at Maroochy Shire, Australia",10.1603/0022-2585-37.1.146,Aedes multiplex,,Australia,Ross River virus, RR 1693,,,,
998,"""Boyd, AM; Kay, BH""",Experimental infection and transmission of Barmah Forest virus by Aedes vigilax (Diptera : Culicidae),10.1093/jmedent/36.2.186,Aedes vigilax,,Australia,Barmah Forest virus,BF2078/120,,,,
1030,"""FANNING, ID; MOTTRAM, P; KAY, BH""","STUDIES ON VECTOR COMPETENCE AND AUTOGENY IN CULEX-SITIENS WIEDEMANN (DIPTERA, CULICIDAE)",,Culex sitiens,,Australia,Ross River virus,T48 strain,,,,
988,"""Turell, MJ; Barth, J; Coleman, RE""",Potential for Central American mosquitoes to transmit epizootic and enzootic strains of Venezuelan equine encephalitis virus,,Culex taeniopus,,Belize,Venezuelan equine encephalitis virus,IAB strain (epizootic),,,,
990,"""Turell, MJ; Barth, J; Coleman, RE""",Potential for Central American mosquitoes to transmit epizootic and enzootic strains of Venezuelan equine encephalitis virus,,Psorophora confinnis,,Belize,Venezuelan equine encephalitis virus,IAB strain (epizootic),,,,
991,"""Turell, MJ; Barth, J; Coleman, RE""",Potential for Central American mosquitoes to transmit epizootic and enzootic strains of Venezuelan equine encephalitis virus,,Culex taeniopus,,Belize,Venezuelan equine encephalitis virus,IE strain (enzootic),,,,
993,"""Turell, MJ; Barth, J; Coleman, RE""",Potential for Central American mosquitoes to transmit epizootic and enzootic strains of Venezuelan equine encephalitis virus,,Psorophora confinnis,,Belize,Venezuelan equine encephalitis virus,IE strain (enzootic),,,,
800,"""Mutebi, JP; Gianella, A; da Rosa, AT; Tesh, RB; Barrett, ADT; Higgs, S""",Yellow fever virus infectivity for Bolivian aedes aegypti mosquitoes,,Aedes aegypti,,Bolivia,Yellow fever virus,Isolate CENETROP-322,,,,
801,"""Mutebi, JP; Gianella, A; da Rosa, AT; Tesh, RB; Barrett, ADT; Higgs, S""",Yellow fever virus infectivity for Bolivian aedes aegypti mosquitoes,,Aedes aegypti,,Bolivia,Yellow fever virus,Isolate Jimenez,,,,
802,"""Mutebi, JP; Gianella, A; da Rosa, AT; Tesh, RB; Barrett, ADT; Higgs, S""",Yellow fever virus infectivity for Bolivian aedes aegypti mosquitoes,,Aedes aegypti,,Bolivia,Yellow fever virus,Isolate Asibi,,,,
26,"""de Lataillade, LD; Vazeille, M; Obadia, T; Madec, Y; Mousson, L; Kamgang, B; Chen, CH; Failloux, AB; Yen, PS""",Risk of yellow fever virus transmission in the Asia-Pacific region,10.1038/s41467-020-19625-9,Aedes albopictus,,Brazil,Yellow fever virus,,,,,
44,"""Chouin-Carneiro, T; David, MR; Nogueira, FD; dos Santos, FB; Lourenco-de-Oliveira, R""",Zika virus transmission by Brazilian Aedes aegypti and Aedes albopictus is virus dose and temperature-dependent,10.1371/journal.pntd.0008527,Aedes aegypti,,Brazil,Zika virus,Asian lineage,,,,
45,"""Chouin-Carneiro, T; David, MR; Nogueira, FD; dos Santos, FB; Lourenco-de-Oliveira, R""",Zika virus transmission by Brazilian Aedes aegypti and Aedes albopictus is virus dose and temperature-dependent,10.1371/journal.pntd.0008527,Aedes albopictus,,Brazil,Zika virus,Asian lineage,,,,
76,"""Azar, SR; Weaver, SC""",Vector Competence Analyses on Aedes aegypti Mosquitoes using Zika Virus,10.3791/61112,Aedes aegypti,,Brazil,Zika virus,American lineage (MEX 1–7),,,,
94,"""Pereira, TN; Carvalho, FD; De Mendonca, SF; Rocha, MN; Moreira, LA""","Vector competence of Aedes aegypti, Aedes albopictus, and Culex quinquefasciatus mosquitoes for Mayaro virus",10.1371/journal.pntd.0007518,Aedes aegypti,,Brazil,Mayaro virus,TRVL 4675,,,,
95,"""Pereira, TN; Carvalho, FD; De Mendonca, SF; Rocha, MN; Moreira, LA""","Vector competence of Aedes aegypti, Aedes albopictus, and Culex quinquefasciatus mosquitoes for Mayaro virus",10.1371/journal.pntd.0007518,Aedes albopictus,,Brazil,Mayaro virus,TRVL 4675,,,,
96,"""Pereira, TN; Carvalho, FD; De Mendonca, SF; Rocha, MN; Moreira, LA""","Vector competence of Aedes aegypti, Aedes albopictus, and Culex quinquefasciatus mosquitoes for Mayaro virus",10.1371/journal.pntd.0007518,Culex quinquefasciatus,,Brazil,Mayaro virus,TRVL 4675,,,,
121,"""Chaves, BA; Vieira, AB; Silveira, KRD; Paz, AD; Vaz, EBD; Araujo, RGP; Rodrigues, NB; Campolina, TB; Orfano, AD; Nacif-Pimenta, R; Villegas, LEM; de Melo, FF; Silva, BD; Monteiro, WM; Guerra, MDVB; de Lacerda, MVG; Norris, DE; Secundino, NFC; Pimenta, PFP""","Vertical Transmission of Zika Virus (Flaviviridae, Flavivirus) in Amazonian Aedes aegypti (Diptera: Culicidae) Delays Egg Hatching and Larval Development of Progeny",10.1093/jme/tjz110,Aedes aegypti,,Brazil,Zika virus,,,,,
136,"""Honorio, NA; Wiggins, K; Eastmond, B; Camara, DCP; Alto, BW""",Experimental Vertical Transmission of Chikungunya Virus by Brazilian and Florida Aedes Albopictus Populations,10.3390/v11040353,Aedes albopictus,,Brazil,Chikungunya virus,Asian lineage,,,,
207,"""Honorio, NA; Wiggins, K; Camara, DCP; Eastmond, B; Alto, BW""",Chikungunya virus vector competency of Brazilian and Florida mosquito vectors,10.1371/journal.pntd.0006521,Aedes aegypti,,Brazil,Chikungunya virus,Asian lineage,,,,
208,"""Honorio, NA; Wiggins, K; Camara, DCP; Eastmond, B; Alto, BW""",Chikungunya virus vector competency of Brazilian and Florida mosquito vectors,10.1371/journal.pntd.0006521,Aedes albopictus,,Brazil,Chikungunya virus,Asian lineage,,,,
235,"""Pereira, TN; Rocha, MN; Sucupira, PHF; Carvalho, FD; Moreira, LA""",Wolbachia significantly impacts the vector competence of Aedes aegypti for Mayaro virus,10.1038/s41598-018-25236-8,Aedes aegypti,,Brazil,Mayaro virus,,,,,
273,"""Guedes, DRD; Paiva, MHS; Donato, MMA; Barbosa, PP; Krokovsky, L; Rocha, SWD; La Saraiva, K; Crespo, MM; Rezende, TM; Wallau, GL; Barbosa, RMR; Oliveira, CMF; Melo-Santos, MAV; Pena, L; Cordeiro, MT; Franca, RFD; de Oliveira, ALS; Peixoto, CA; Leal, WS; Ayres, CFJ""",Zika virus replication in the mosquito Culex quinquefasciatus in Brazil,10.1038/emi.2017.59,Aedes aegypti,,Brazil,Zika virus,Asian lineage (PE243),,,,
280,"""Guedes, DRD; Paiva, MHS; Donato, MMA; Barbosa, PP; Krokovsky, L; Rocha, SWD; La Saraiva, K; Crespo, MM; Rezende, TM; Wallau, GL; Barbosa, RMR; Oliveira, CMF; Melo-Santos, MAV; Pena, L; Cordeiro, MT; Franca, RFD; de Oliveira, ALS; Peixoto, CA; Leal, WS; Ayres, CFJ""",Zika virus replication in the mosquito Culex quinquefasciatus in Brazil,10.1038/emi.2017.59,Culex quinquefasciatus,,Brazil,Zika virus,Asian lineage (PE243),,,,
291,"""Lourenco-de-Oliveira, R; Failloux, AB""",High risk for chikungunya virus to initiate an enzootic sylvatic cycle in the tropical Americas,10.1371/journal.pntd.0005698,Haemagogus leucocelaenus,,Brazil,Chikungunya virus,ECSA lineage (CHIKV 05.115),,,,
293,"""Lourenco-de-Oliveira, R; Failloux, AB""",High risk for chikungunya virus to initiate an enzootic sylvatic cycle in the tropical Americas,10.1371/journal.pntd.0005698,Haemagogus leucocelaenus,,Brazil,Chikungunya virus,ECSA lineage (CHIKV 05.115),,,,
292,"""Lourenco-de-Oliveira, R; Failloux, AB""",High risk for chikungunya virus to initiate an enzootic sylvatic cycle in the tropical Americas,10.1371/journal.pntd.0005698,Aedes terrens,,Brazil,Chikungunya virus,Asian lineage (CHIKV_20235),,,,
294,"""Lourenco-de-Oliveira, R; Failloux, AB""",High risk for chikungunya virus to initiate an enzootic sylvatic cycle in the tropical Americas,10.1371/journal.pntd.0005698,Aedes terrens,,Brazil,Chikungunya virus,Asian lineage (CHIKV_20235),,,,
299,"""Costa-da-Silva, AL; Ioshino, RS; de Araujo, HRC; Kojin, BB; Zanotto, PMD; Oliveira, DBL; Melo, SR; Durigon, EL; Capurro, ML""",Laboratory strains of Aedes aegypti are competent to Brazilian Zika virus,10.1371/journal.pone.0171951,Aedes aegypti,,Brazil,Zika virus,Asian lineage (ZIKVBR),,,,
328,"""Fernandes, RS; Campos, SS; Ferreira-de-Brito, A; de Miranda, RM; da Silva, KAB; de Castro, MG; Raphael, LMS; Brasil, P; Failloux, AB; Bonaldo, MC; Lourenco-de-Oliveira, R""",Culex quinquefasciatus from Rio de Janeiro Is Not Competent to Transmit the Local Zika Virus,10.1371/journal.pntd.0004993,Culex quinquefasciatus,,Brazil,Zika virus,Asian lineage (Rio-U1),,,,
329,"""Fernandes, RS; Campos, SS; Ferreira-de-Brito, A; de Miranda, RM; da Silva, KAB; de Castro, MG; Raphael, LMS; Brasil, P; Failloux, AB; Bonaldo, MC; Lourenco-de-Oliveira, R""",Culex quinquefasciatus from Rio de Janeiro Is Not Competent to Transmit the Local Zika Virus,10.1371/journal.pntd.0004993,Aedes aegypti,,Brazil,Zika virus,Asian lineage (Rio-U1),,,,
330,"""Fernandes, RS; Campos, SS; Ferreira-de-Brito, A; de Miranda, RM; da Silva, KAB; de Castro, MG; Raphael, LMS; Brasil, P; Failloux, AB; Bonaldo, MC; Lourenco-de-Oliveira, R""",Culex quinquefasciatus from Rio de Janeiro Is Not Competent to Transmit the Local Zika Virus,10.1371/journal.pntd.0004993,Culex quinquefasciatus,,Brazil,Zika virus,Asian lineage (Rio-S1),,,,
331,"""Fernandes, RS; Campos, SS; Ferreira-de-Brito, A; de Miranda, RM; da Silva, KAB; de Castro, MG; Raphael, LMS; Brasil, P; Failloux, AB; Bonaldo, MC; Lourenco-de-Oliveira, R""",Culex quinquefasciatus from Rio de Janeiro Is Not Competent to Transmit the Local Zika Virus,10.1371/journal.pntd.0004993,Aedes aegypti,,Brazil,Zika virus,Asian lineage (Rio-S1),,,,
340,"""Blagrove, MSC; Sherlock, K; Chapman, GE; Impoinvil, DE; McCall, PJ; Medlock, JM; Lycett, G; Solomon, T; Baylis, M""","Evaluation of the vector competence of a native UK mosquito Ochlerotatus detritus (Aedes detritus) for dengue, chikungunya and West Nile viruses",10.1186/s13071-016-1739-3,Culex quinquefasciatus,,Brazil,West Nile virus,NY-99,,,,
416,"""Mackenzie-Impoinvil, L; Impoinvil, DE; Galbraith, SE; Dillon, RJ; Ranson, H; Johnson, N; Fooks, AR; Solomon, T; Baylis, M""","Evaluation of a temperate climate mosquito, Ochlerotatus detritus (=Aedes detritus), as a potential vector of Japanese encephalitis virus",10.1111/mve.12083,Culex quinquefasciatus,,Brazil,Japanese encephalitis virus,Muar strain,,,,
415,"""Mackenzie-Impoinvil, L; Impoinvil, DE; Galbraith, SE; Dillon, RJ; Ranson, H; Johnson, N; Fooks, AR; Solomon, T; Baylis, M""","Evaluation of a temperate climate mosquito, Ochlerotatus detritus (=Aedes detritus), as a potential vector of Japanese encephalitis virus",10.1111/mve.12083,Aedes detritus,,Brazil,Japanese encephalitis virus,Muar strain,,,,
428,"""Zouache, K; Fontaine, A; Vega-Rua, A; Mousson, L; Thiberge, JM; Lourenco-De-Oliveira, R; Caro, V; Lambrechts, L; Failloux, AB""","Three-way interactions between mosquito population, viral strain and temperature underlying chikungunya virus transmission potential",10.1098/rspb.2014.1078,Aedes albopictus,,Brazil,Chikungunya virus,06-021,,,,
434,"""Zouache, K; Fontaine, A; Vega-Rua, A; Mousson, L; Thiberge, JM; Lourenco-De-Oliveira, R; Caro, V; Lambrechts, L; Failloux, AB""","Three-way interactions between mosquito population, viral strain and temperature underlying chikungunya virus transmission potential",10.1098/rspb.2014.1078,Aedes albopictus,,Brazil,Chikungunya virus,2010-1909,,,,
